'motivo','arruamento','troco','entidade','tipo_de_condicionamento','data_de_início','hora_de_inicio','data_de_fim','hora_de_fim','observacoes','registo_data','coordenada_x','coordenada_y','registo_hora','ultima_modificacao_data','ultima_modificacao_hora','objectid','esriGeometryPoint'
'Acidente rodoviário','Rua de Fernandes Tomás','539','PSP/VMER/Bombeiros Porto','Estreitamento',1687474800000,52080000,1687474800000,57600000,'',1687474800000,-8.604893,41.1496,51780000,1687474800000,52080000,196744,'-39600.963399999804,164602.04169999989'
'Rotura de conduta','Rua das Cegonhas','Nº 50','','Estreitamento',1687734000000,-1800000,1687734000000,81900000,'Reparação de conduta',1687734000000,-8.636537,41.18065,-600000,1687734000000,-480000,198344,'-42237.36529999976,168064.79219999906'
'Reparação de boca de incêndio','Rua dos Bragas','230','','Ocupação do passeio',1687561200000,28800000,1687561200000,81900000,'',1687561200000,-8.6163,41.15266,35520000,1687561200000,35580000,197941,'-40556.64749999992,164947.3773000002'
'Avaria de CCTV','','PMV15 - Avenida de Paiva Couceiro','','',1687561200000,81511000,'','',' ',1687561200000,-8.57839,41.1446,81511000,1687561200000,81511000,197942,'-37379.012900000416,164034.78339999937'
'Aluimento','Rua de Feliciano de Castilho','Entre os nºs 22 a 29','','Ocupação do passeio',1687734000000,-1800000,1687734000000,81900000,'Reparação do aluimento',1687734000000,-8.637296,41.15697,-2160000,1687734000000,-2040000,198340,'-42316.40890000018,165435.84210000018'
'Reparação de boca de incêndio','Rua do Progresso','','','Ocupação do passeio',1687561200000,28800000,1687561200000,81900000,'',1687561200000,-8.648605,41.15267,35400000,1687561200000,35460000,197940,'-43268.47890000041,164963.29910000044'
'Aluimento','Travessa de Bonjóia','Nº 107','','Ocupação do passeio',1687734000000,-1800000,1687734000000,81900000,'',1687734000000,-8.58024,41.15358,-1860000,1687734000000,-1800000,198341,'-37529.1501000002,165032.63299999884'
'Outro motivo','Rua de Cândido dos Reis','117','','Ocupação do passeio',1687734000000,32400000,1687734000000,81900000,'Reparação de CRL',1687734000000,-8.61388,41.14735,32760000,1687734000000,32820000,198348,'-40356.849899999674,164355.7749999996'
'Outro motivo','Rua de Salgueiros','Nº 651','','Ocupação do passeio',1687734000000,-1800000,1687734000000,81900000,'Reparação de corpo de CI',1687734000000,-8.616612,41.16055,-1560000,1687734000000,-1500000,198342,'-40577.99579999964,165822.92479999823'
'Rotura de conduta','Rua de Requezende','416','','Estacionamento',1687734000000,25200000,1687734000000,81900000,'',1687734000000,-8.636396,41.17583,24180000,1687734000000,24180000,198345,'-42228.70550000014,167530.3223000004'
'Outro motivo','Rua do Monte Cativo','Cruzamento com a Rua de Salgueiros','','Estacionamento',1687734000000,-1800000,1687734000000,81900000,'Reparação de corpo de CI',1687734000000,-8.616725,41.16089,-1440000,1687734000000,-1380000,198343,'-40587.2410000002,165860.65430000046'
'Outro motivo','Rua do Estoril','242','','Estreitamento',1687474800000,54900000,1687474800000,81900000,'Tamponar ramal domiciliário',1687474800000,-8.65159,41.15079,54960000,1687474800000,55020000,196745,'-43520.27830000035,164756.57159999956'
'Avaria de CCTV','','PSP064 - Campo 24 de Agosto / Rua do Duque de Saldanha','','',1687474800000,66417000,'','','Verificar funcionamento da CV ',1687474800000,-8.59832,41.1483,66417000,1687474800000,66417000,196746,'-39049.992899999925,164454.47479999988'
'Avaria de CCTV','','PSP070 - Rua do Almada / Praça Filipa de Lencastre','','',1687474800000,67676000,'','','Verificação de funcionamento da CV ',1687474800000,-8.61212,41.14801,67676000,1687474800000,67676000,197540,'-40208.659599999904,164428.5709000002'
'Avaria elétrica','Rua de Álvaro Gomes','Nº 80','','Ocupação do passeio',1687734000000,39600000,1687734000000,81900000,'Abrir buraco',1687734000000,-8.660262,41.15008,39660000,1687734000000,39780000,199140,'-44248.680900000116,164681.60510000036'
'Outro motivo','Rua do Ouro','c/ Calçada da Arrábida','','Estreitamento',1687734000000,33300000,1687734000000,81900000,'Reparação de Tampa',1687734000000,-8.63751,41.14849,33720000,1687734000000,33840000,198349,'-42339.79069999988,164493.67669999946'
'Outro motivo','Rua de Costa Cabral','Com a Rua de Santa Justa','Soltráfego','Ocupação do passeio',1687734000000,28800000,1687734000000,54000000,'',1687734000000,-8.586422,41.17488,28860000,1687734000000,28920000,198346,'-38035.71669999976,167401.01039999898'
'Avaria de CCTV','','PSP078 - Campos dos Mártires da Pátria / Rua da Assunção ','','',1687734000000,38966000,'','',' Configurações da CV',1687734000000,-8.61555,41.14542,38966000,1687734000000,38966000,198350,'-40498.20239999985,164142.52429999868'
'Outro motivo','','Rua António Bessa Leite 1513','Meo','Estreitamento',1687734000000,29700000,1687734000000,61200000,'Avaria',1687734000000,-8.643823,41.15908,29280000,1687734000000,51600000,198347,'-42862.83970000036,165673.57699999973'
'Outro motivo','Rua de Diu','391','','Estreitamento',1687734000000,43200000,1687734000000,81900000,'Substituição de tampa de CI',1687734000000,-8.67384,41.15452,43800000,1687734000000,43860000,199541,'-45385.45009999998,165182.5830000004'
'Aluimento','Avenida da Boavista','1745','','Estreitamento',1687734000000,47700000,1687734000000,81900000,'',1687734000000,-8.644242,41.16033,47640000,1687734000000,47760000,199542,'-42897.15660000053,165812.3311000002'
'Avaria de telecomunicações','Rua da Alegria','Nº 162','Wondercom','Ocupação do passeio',1687734000000,36900000,1687734000000,44100000,'abrir cvp',1687734000000,-8.604052,41.14902,36780000,1687734000000,36840000,198754,'-39530.72319999991,164537.48409999858'
'Outro motivo','Rua de Camões','436','','Ocupação do passeio',1687734000000,31800000,1687734000000,81900000,'Substituir válvula de ramal',1687734000000,-8.609964,41.15589,31800000,1687734000000,31860000,198748,'-40022.87949999978,165302.85019999926'
'Outro motivo','Rua de Pedro Homem de Mello','Nº 273','','Estreitamento',1687734000000,-1800000,1687734000000,81900000,'Substituição de tampa CI',1687734000000,-8.667773,41.16272,-720000,1687734000000,-660000,198742,'-44870.62689999949,166089.19930000036'
'Aluimento','Rua da Restauração','Ao lado do hospital','','Ocupação do passeio',1687734000000,25200000,1687734000000,81900000,'',1687734000000,-8.620277,41.1467,24060000,1687734000000,24120000,198743,'-40778.7547000005,164234.9915999997'
'Avaria de telecomunicações','Rua das Carmelitas','20','','Ocupação do passeio',1687734000000,34200000,1687734000000,43200000,'',1687734000000,-8.61383,41.14608,33960000,1687734000000,34020000,198751,'-40353.387099999854,164214.90650000103'
'Avaria de telecomunicações','Rua de Santos Pousada','162','','Ocupação do passeio',1687734000000,33300000,1687734000000,39600000,'',1687734000000,-8.600216,41.15026,33420000,1687734000000,33480000,198749,'-39207.94830000032,164673.03499999968'
'Outro motivo','Rua das Antas','Nº 314','','Ocupação do passeio',1687734000000,-1800000,1687734000000,81900000,'Reparação de corpo de CRL',1687734000000,-8.591575,41.15943,-1740000,1687734000000,-1620000,198741,'-38477.1924999999,165687.5603000004'
'Reparação de válvula','Rua do Professor Henrique David','Rua de Entre Campos','','Estreitamento',1687734000000,47400000,1687734000000,81900000,'',1687734000000,-8.640615,41.1514,47160000,1687734000000,47400000,199141,'-42598.60419999993,164819.02410000056'
'Aluimento','Rua do Visconde de Setúbal','199','','Ocupação do passeio',1687734000000,33300000,1687734000000,81900000,'',1687734000000,-8.60535,41.16382,33900000,1687734000000,33960000,198750,'-39630.734699999855,166181.62040000057'
'Outro motivo','Avenida de Fernão de Magalhães','Com a Estrada da Circunvalação','Soltráfego','Ocupação do passeio',1687734000000,28800000,1687734000000,32400000,'',1687734000000,-8.581913,41.18024,29520000,1687734000000,29640000,198745,'-37654.28589999975,167994.5441000001'
'Avaria de telecomunicações','Rua de Gonçalo Sampaio','243','','Estreitamento',1687734000000,34200000,1687734000000,39600000,'',1687734000000,-8.631091,41.15464,34380000,1687734000000,34440000,198752,'-41797.046000000075,165173.56279999975'
'Outro motivo','Rua de Feliciano de Castilho','Nº 57','','Estreitamento',1687734000000,-1800000,1687734000000,81900000,'Colocação de pia sifónica',1687734000000,-8.637645,41.15703,-2040000,1687734000000,-1980000,198740,'-42345.64020000019,165442.29230000035'
'Outro motivo','Rua de Camões','911','','Ocupação do passeio',1687734000000,25200000,1687734000000,81900000,'Substituição de válvula de ramal',1687734000000,-8.609951,41.16019,24300000,1687734000000,24360000,198744,'-40019.17609999985,165780.7442999991'
'Avaria de CCTV','','PSP062 - Rua das Flores / Rua de Trindade de Coelho','','',1687734000000,34755000,'','','Verificar configurações da CV ',1687734000000,-8.61184,41.14488,34755000,1687734000000,34755000,198753,'-40187.07180000005,164080.82750000042'
'Outro motivo','Rua dos Campeões Europeus','Com a Alameda das Antas','Soltráfego','Estreitamento',1687734000000,32400000,1687734000000,54000000,'Selagem de espiras',1687734000000,-8.583523,41.16314,29760000,1687734000000,29820000,198746,'-37799.22140000013,166095.63800000085'
'Outro motivo','Largo da Beneditina','23','','Ocupação do passeio',1687734000000,29700000,1687734000000,57600000,'Avaria de média tensão',1687734000000,-8.666581,41.14898,30180000,1687734000000,30240000,198747,'-44779.904000000126,164562.80639999837'
'Avaria de iluminação pública','Rua de Azevedo Coutinho','170','','Ocupação do passeio',1687734000000,43200000,1687734000000,68400000,'',1687734000000,-8.646046,41.16231,43320000,1687734000000,43380000,199540,'-43047.2878000001,166032.92300000045'
'Avaria de CCTV','','PSP004 - Rua do Bonjardim / Rua Gonçalo Cristóvão','','',1687734000000,56324000,'','',' Orientação de CV',1687734000000,-8.60808,41.15339,56324000,1687734000000,56324000,200743,'-39866.23579999994,165024.2022999997'
'Avaria de CCTV','','PSP003 - Rua de Santa Catarina / Rua de Gonçalo Cristóvão','','',1687734000000,58369000,'','','Orientação de CV',1687734000000,-8.604819,41.153381,58369000,1687734000000,58369000,200744,'-39592.5060999999,165021.7094999997'
'Outro motivo','Rua de Feliciano de Castilho','n.57','','Estreitamento',1687820400000,27000000,1687820400000,81900000,'Colocação de pia sinfónica no passeio',1687820400000,-8.637668,41.15702,-1380000,1687820400000,-1260000,201546,'-42347.53880000027,165441.87820000056'
'Outro motivo','Campo dos Mártires da Pátria','n13','','Estreitamento',1687820400000,27000000,1687820400000,81900000,'retirar sifão no passeio',1687820400000,-8.617658,41.14456,-1680000,1687820400000,-1500000,201942,'-40675.69959999995,164047.9604000011'
'Outro motivo','Rua do Mestre Afonso Domingues','n20','','Estreitamento',1687820400000,27000000,1687820400000,81900000,'Aluimento na via',1687820400000,-8.674796,41.16281,-2040000,1687820400000,-1980000,201542,'-45459.97630000024,166102.75060000093'
'Avaria de telecomunicações','Rua do Infante D. Henrique','45','wondercom','Ocupação do passeio',1687734000000,53100000,1687734000000,60300000,'',1687734000000,-8.614318,41.14113,53220000,1687734000000,53280000,200740,'-40397.41110000021,163665.59339999993'
'Avaria de CCTV','','PSP038 - Rua de D. João IV / Rua Fernandes Tomás','','',1687734000000,53310000,'','',' Orientação de CV',1687734000000,-8.602051,41.148936,53310000,1687734000000,53310000,200741,'-39362.82299999991,164526.7939999993'
'Avaria de CCTV','','PSP018 - Rua de José Falcão / Rua de Santa Teresa ','','',1687734000000,55099000,'','',' Orientação de CV',1687734000000,-8.614441,41.147865,55099000,1687734000000,55099000,201140,'-40403.59360000021,164413.5457999999'
'Outro motivo','Rua dos Armazéns','n.14','','Estreitamento',1687820400000,27000000,1687820400000,81900000,'Colocação de grelha na via',1687820400000,-8.620876,41.14381,-1860000,1687820400000,-1740000,201544,'-40946.316200000205,163966.72399999973'
'Avaria de telecomunicações','Rua Formosa','102','wondercom','Ocupação do passeio',1687734000000,55020000,1687734000000,62220000,'',1687734000000,-8.603301,41.14754,55080000,1687734000000,55200000,201141,'-39468.591699999786,164372.24609999964'
'Acidente rodoviário','Túnel das Antas I','saída para a rotunda','PSP','Estreitamento',1687734000000,61560000,1687734000000,64800000,'',1687734000000,-8.585499,41.16265,61680000,1687734000000,61680000,201142,'-37965.34850000035,166042.3335999996'
'Avaria de telecomunicações','','Rua de Àlvares Cabral, 448','','Estacionamento',1687734000000,52200000,1687734000000,55800000,'',1687734000000,-8.613554,41.15416,52080000,1687734000000,52200000,199146,'-40325.23180000013,165112.25909999933'
'Outro motivo','Rua de Artur Loureiro','n,48','','Estreitamento',1687820400000,27000000,1687820400000,81900000,'Aluimento na via',1687820400000,-8.638056,41.16317,-1920000,1687820400000,-1860000,201543,'-42376.145499999664,166124.52639999962'
'Avaria de telecomunicações','Rua de S. Roque da Lameira','Nº 1147','Wondercom','Ocupação do passeio',1687734000000,48000000,1687734000000,55200000,'abrir CVP',1687734000000,-8.577139,41.16097,47940000,1687734000000,48060000,199940,'-37264.67889999972,165852.09500000117'
'Avaria de CCTV','','PSP079 - Praça de Gomes Teixeira / Praça Carlos Alberto','','',1687734000000,51896000,'','',' Orientação de CV',1687734000000,-8.61588,41.14733,51896000,1687734000000,51896000,199145,'-40524.72640000011,164354.80059999993'
'Outro motivo','Rua de Diu','n.391','','Estreitamento',1687820400000,27000000,1687820400000,81900000,'Substituição de tampa de ci na via',1687820400000,-8.673823,41.15454,-1500000,1687820400000,-1380000,201545,'-45384.01479999995,165183.7053999989'
'Aluimento','Rua dos Bragas','230','','Ocupação do passeio',1687734000000,55320000,1687734000000,81900000,'',1687734000000,-8.616272,41.15269,55380000,1687734000000,55440000,200742,'-40554.327499999665,164950.19929999986'
'Outro motivo','Rua de Serpa Pinto','Entre a rua S, Dinis e a Ramada Alta','','Estreitamento',1687820400000,27000000,1687820400000,81900000,'Inspeção de coletor na via com Policiamento',1687820400000,-8.620529,41.16506,-960000,1687820400000,-780000,201549,'-40903.943699999705,166325.9113999997'
'Outro motivo','Rua das Cegonhas','n.50','','Estreitamento',1687820400000,27000000,1687820400000,81900000,'reparação de conduta na via',1687820400000,-8.636537,41.18069,-1260000,1687820400000,-1200000,201547,'-42237.33930000004,168069.2762000002'
'Outro motivo','Avenida de Gustavo Eiffel','Junto a ponte D. Maria','','Estreitamento',1687820400000,27000000,1687820400000,81900000,'Limpeza de ribeira na via com policiamento',1687820400000,-8.596117,41.14035,-1080000,1687820400000,-1020000,201548,'-38869.75189999956,163570.08060000118'
'Outro motivo','Rua do Ouro','junto a antiga EDP','','Estreitamento',1687820400000,27000000,1687820400000,81900000,'Reparação de injetores na via',1687820400000,-8.636924,41.14826,-780000,1687820400000,-660000,201550,'-42290.74100000034,164467.70910000044'
'Outro motivo','Rua da Vigorosa','800','','Estacionamento',1687820400000,25200000,1687820400000,81900000,'Reparação de ramal domiciliário',1687820400000,-8.590897,41.16648,25080000,1687820400000,25260000,201943,'-38416.18609999962,166469.80780000042'
'Outro motivo','Rua de Pinto Bessa','65','','Estreitamento',1687820400000,28800000,1687820400000,34200000,'Ligações fibra ótica com policiamento',1687820400000,-8.586864,41.14903,28740000,1687820400000,28860000,201552,'-38087.82650000058,164530.7990999997'
'Avaria de telecomunicações','Rua de Santo Ildefonso','Nº 403','Wondercom','Ocupação do passeio',1687734000000,49320000,1687734000000,56520000,'abrir CVP',1687734000000,-8.60101,41.14741,49320000,1687734000000,49380000,199143,'-39276.319899999486,164356.4238000008'
'Avaria de CCTV','','PSP068 - Rua do Bolhão / Rua da Firmeza','','',1687820400000,32569000,'','',' ',1687820400000,-8.60735,41.15101,32569000,1687820400000,32569000,201558,'-39806.40290000006,164759.54730000006'
'Avaria de CCTV','','PSP070 - Rua do Almada / Praça Filipa de Lencastre','','',1687820400000,32647000,'','',' ',1687820400000,-8.61212,41.14801,32647000,1687820400000,32647000,201559,'-40208.659599999904,164428.5709000002'
'Outro motivo','Travessa de Silva Porto','Com a Rua de Monsanto','','Estreitamento',1687820400000,26100000,1687820400000,81900000,'Instalação de válvula de conduta',1687820400000,-8.616501,41.1718,26040000,1687820400000,26160000,201551,'-40561.74000000021,167072.917099999'
'Avaria de telecomunicações','Rua de João de Deus','c/ Av. da Boavista','Visabeira','Estreitamento',1687820400000,33300000,1687820400000,54000000,'',1687820400000,-8.635813,41.15914,33240000,1687820400000,48900000,201561,'-42186.18609999953,165675.36730000016'
'Outro motivo','Travessa de Azevedo','491','','Estacionamento',1687820400000,34500000,1687820400000,81900000,'Reparação de CI',1687820400000,-8.56454,41.15153,34620000,1687820400000,34680000,201562,'-36212.43070000042,164798.90729999926'
'Outro motivo','','Travessa de Alvares castelões,35','Visa beira','',1687820400000,33300000,1687820400000,40500000,'Trocar caixa',1687820400000,-8.692244,41.18657,33120000,1687820400000,33480000,201560,'-46907.34009999964,168750.76620000077'
'Outro motivo','Praça de Parada Leitão','Rua do Carmo','','Ocupação do passeio',1687734000000,49500000,1687734000000,79200000,'',1687734000000,-8.617569,41.1472,49680000,1687734000000,49740000,199144,'-40666.60819999968,164340.7754999996'
'Outro motivo','Avenida da Boavista','c/ R. de Domingues Alvarez','','Estreitamento',1687820400000,31500000,1687820400000,81900000,'Rotura de ramal',1687820400000,-8.648694,41.16112,31620000,1687820400000,31680000,201555,'-43270.31010000033,165901.6340999993'
'Avaria de telecomunicações','Rua de Ferreira Cardoso','202','PDT','Estacionamento',1687820400000,31200000,1687820400000,39600000,'',1687820400000,-8.597734,41.14794,31380000,1687820400000,31500000,201554,'-39001.029900000365,164414.3372000012'
'Avaria de CCTV','','PSP038 - Rua de D. João IV / Rua Fernandes Tomás','','',1687820400000,32403000,'','',' ',1687820400000,-8.602051,41.148936,32403000,1687820400000,32403000,201556,'-39362.82299999991,164526.7939999993'
'Outro motivo','Rua da Azenha','220','','Estreitamento',1687820400000,29700000,1687820400000,81900000,'Rutura ramal',1687820400000,-8.613212,41.18142,29700000,1687820400000,29820000,201553,'-40279.805100000405,168139.65960000115'
'Avaria de CCTV','','PSP064 - Campo 24 de Agosto / Rua do Duque de Saldanha','','',1687820400000,32453000,'','',' ',1687820400000,-8.59832,41.1483,32453000,1687820400000,32453000,201557,'-39049.992899999925,164454.47479999988'
'Outro motivo','Rua de Aires de Ornelas','167','','Estreitamento',1687820400000,26100000,1687820400000,81900000,'',1687820400000,-8.59661,41.15662,26280000,1687820400000,26340000,201944,'-38901.47950000032,165378.0051000005'
'Avaria de telecomunicações','Rua de Camões','19','','Estreitamento',1687820400000,33300000,1687820400000,38700000,'',1687820400000,-8.609925,41.15196,33420000,1687820400000,33480000,201952,'-40022.00619999958,164866.4518000001'
'Avaria de telecomunicações','Rua de Guerra Junqueiro','c/ Av da Boavista','','Estreitamento',1687820400000,33300000,1687820400000,54000000,'',1687820400000,-8.635813,41.15904,33240000,1687820400000,33420000,201950,'-42190.52199999974,165665.2997999991'
'Avaria de telecomunicações','Rua de Alferes Malheiro','119','','Estacionamento',1687820400000,32400000,1687820400000,39600000,'',1687820400000,-8.610658,41.1521,31740000,1687820400000,32100000,201947,'-40083.41129999984,164882.44380000106'
'Avaria de CCTV','','PSP030 - Rua da Restauração / Largo do Viriato','','',1687820400000,32358000,'','',' ',1687820400000,-8.620219,41.146119,32358000,1687820400000,32358000,201948,'-40889.73809999971,164222.3443999999'
'Avaria de CCTV','','PSP007 - Praça da República / Rua do Almada','','',1687820400000,32603000,'','',' ',1687820400000,-8.612131,41.153578,32603000,1687820400000,32603000,201949,'-40206.16899999975,165046.95119999856'
'Avaria de telecomunicações','Rua da Graciosa','Nº 178','Wondercom','Ocupação do passeio',1687734000000,49440000,1687734000000,56640000,'abrir cvp',1687734000000,-8.626869,41.16224,49440000,1687734000000,49500000,199546,'-41437.85419999996,166015.57420000082'
'Avaria de CCTV','','PMV01 - Avenida Associação Empresarial de Portugal (AEP)','','',1687820400000,29653000,'','','PMV no estado Warning  à várias horas .',1687820400000,-8.65116,41.17439,29653000,1687820400000,29653000,201946,'-43468.52359999996,167377.1613999991'
'Avaria de telecomunicações','Rua de Clemente Menéres','Nº 80','Altice','Ocupação do passeio',1687734000000,49020000,1687734000000,51420000,'abrir cvp',1687734000000,-8.618786,41.14858,49020000,1687734000000,49080000,199545,'-40767.9030999997,164495.39189999935'
'Avaria de telecomunicações','Praça da República','Nº 210','Groupfix','Estreitamento',1687734000000,48480000,1687734000000,52080000,'Abrir cvp c/ policiamento',1687734000000,-8.612005,41.15375,48480000,1687734000000,48540000,199544,'-40195.514800000004,165066.43200000015'
'Avaria de CCTV','','PSP008 - Rua do Almada / Rua de Alferes Malheiro','','',1687820400000,35721000,'','','Instalação de CV . ',1687820400000,-8.611957,41.152915,35721000,1687820400000,35721000,202342,'-40191.96960000044,164973.23860000088'
'Avaria elétrica','Rua de Candemil','Nº 64','','Ocupação do passeio',1687820400000,47340000,1687820400000,81900000,'Baixa tensão',1687820400000,-8.669713,41.1668,47580000,1687820400000,47640000,203146,'-45030.612099999395,166543.38110000087'
'Aluimento','Rua de Requezende','Nº 426','','Estreitamento',1687820400000,47220000,1687820400000,81900000,'',1687820400000,-8.636249,41.17579,47160000,1687820400000,47220000,203143,'-42216.370299999515,167525.12830000004'
'Avaria de telecomunicações','Rua do Barão de S. Cosme','Rua do Duque de Palmela','','Estacionamento',1687820400000,57600000,1687820400000,59400000,'',1687820400000,-8.598618,41.1447,57960000,1687820400000,58080000,204744,'-39077.11569999998,164054.78489999982'
'Outro motivo','Rua de Marques Abreu','Nº 20','','Estreitamento',1687820400000,44700000,1687820400000,81900000,'Reparação de Ramal',1687820400000,-8.621861,41.17001,44640000,1687820400000,44700000,202745,'-41012.638199999776,166876.62309999915'
'Aluimento','Alameda do Professor Hernâni Monteiro','','','Ocupação do passeio',1687820400000,48780000,1687820400000,81900000,'',1687820400000,-8.600885,41.18303,48780000,1687820400000,48840000,203542,'-39244.5566999998,168313.1031000005'
'Outro motivo','Rua de Câmara Pestana','477','','Estreitamento',1687820400000,44100000,1687820400000,81900000,'Boca do lobo',1687820400000,-8.593845,41.15694,43920000,1687820400000,44220000,203142,'-38669.23500000029,165412.4456999995'
'Outro motivo','Praça do Exército Libertador','nº94','','Ocupação do passeio',1687820400000,39360000,1687820400000,81900000,'Abrir sonda',1687820400000,-8.625,41.16624,39300000,1687820400000,39360000,202743,'-41278.418100000315,166459.44060000035'
'Avaria de telecomunicações','Travessa de Álvaro Castelões','35','','Ocupação do passeio',1687820400000,48600000,1687820400000,57600000,'',1687820400000,-8.602351,41.16578,48780000,1687820400000,48840000,203543,'-39377.918200000255,166397.3114000001'
'Outro motivo','Praça Artur Santos Silva','nº 88','','Estreitamento',1687820400000,51000000,1687820400000,81900000,'rot. ramal domiciliario',1687820400000,-8.609456,41.16366,51180000,1687820400000,51180000,204342,'-39975.51119999957,166165.65520000065'
'Avaria de telecomunicações','Rua do Campo Alegre','c/ R. Guerra Junqueiro','visabeira','Estreitamento',1687820400000,54900000,1687820400000,56700000,'c/ policiamento',1687820400000,-8.638818,41.15315,54660000,1687820400000,54900000,204743,'-42446.61160000039,165011.6425000004'
'Outro motivo','Rua de Bernardino Machado','Nº 86','','Estacionamento',1687820400000,51240000,1687820400000,81900000,'Rot. Ramal domiciliário',1687820400000,-8.650736,41.15184,51240000,1687820400000,51300000,204343,'-43447.883500000404,164872.81809999968'
'Outro motivo','Rua de D. João IV','844','','Ocupação do passeio',1687820400000,39240000,1687820400000,81900000,'PDO',1687820400000,-8.602464,41.15413,39120000,1687820400000,39240000,202742,'-39394.355800000085,165103.44099999964'
'Avaria elétrica','Rua de Fernando Pessoa','','','Ocupação do passeio',1687820400000,47340000,1687820400000,81900000,'Baixa tensão',1687820400000,-8.647893,41.16192,47340000,1687820400000,47400000,203144,'-43202.608400000245,165990.68940000047'
'Outro motivo','Rua de Câmara Pestana','484','','Estreitamento',1687820400000,44100000,1687820400000,81900000,'Boca do lobo',1687820400000,-8.593856,41.15701,43920000,1687820400000,44100000,202744,'-38670.09740000027,165419.627499999'
'Avaria de CCTV','','PSP031 - Rua de Latino Coelho / Praça Marquês Pombal','','',1687820400000,54011000,'','',' Mudança do local da sinalética da CV ',1687820400000,-8.604388,41.160389,54011000,1687820400000,54011000,204742,'-39552.09870000001,165799.81310000084'
'Avaria elétrica','Rua do Dr. Vasco Valente','Nº 60','','Ocupação do passeio',1687820400000,47340000,1687820400000,81900000,'Baixa tensão',1687820400000,-8.656321,41.16518,47400000,1687820400000,47460000,203145,'-43907.75629999957,166356.43139999948'
'Aluimento','Rua do Dr. Júlio de Matos','Nº 454','','Estreitamento',1687820400000,50760000,1687820400000,81900000,'',1687820400000,-8.592139,41.17455,50640000,1687820400000,50760000,203942,'-38515.72400000038,167367.41630000013'
'Avaria de telecomunicações','Rua de Pinto Bessa','361','wondercom','Ocupação do passeio',1687820400000,60000000,1687820400000,67200000,'',1687820400000,-8.590178,41.14985,60060000,1687820400000,60120000,204745,'-38365.558699999965,164623.19089999943'
'Outro motivo','Rua de Valpaços','93','','Ocupação do passeio',1687820400000,59940000,1687820400000,81900000,'remover hidrante',1687820400000,-8.568544,41.15867,60000000,1687820400000,60060000,205144,'-36544.59989999981,165593.2606000003'
'Avaria de telecomunicações','Rua de Camões','504','Altice','Estreitamento',1687820400000,72300000,1687820400000,79500000,'c/ policiamento',1687820400000,-8.609999,41.15643,72240000,1687820400000,72420000,205145,'-40025.485600000226,165362.48120000033'
'Outro motivo','Rua do Estoril','n.242','','Estreitamento',1687906800000,27000000,1687906800000,81900000,'Aluimento na faixa',1687906800000,-8.651592,41.15079,-180000,1687906800000,-120000,205944,'-43520.453700000486,164756.07129999992'
'Avaria de telecomunicações','Rua de António da Silva Marinho','n.3','','Estreitamento',1687906800000,-3600000,1687906800000,46800000,'Abertura de CVP na via com policiamento',1687820400000,-8.653625,41.17486,82740000,1687906800000,25200000,205544,'-43675.04619999981,167430.4871999989'
'Outro motivo','Rua de Requezende','426','','Ocupação do passeio',1687906800000,26100000,1687906800000,81900000,'Verificar ramal aos 30',1687906800000,-8.636277,41.1758,26460000,1687906800000,26520000,206353,'-42218.711199999736,167526.56279999972'
'Outro motivo','Rua de Artur Loureiro','n.48','','Estreitamento',1687906800000,27000000,1687906800000,81900000,'Aluimento na faixa',1687906800000,-8.638045,41.16317,240000,1687906800000,300000,206346,'-42375.24700000055,166124.18480000074'
'Outro motivo','Rua das Cegonhas','n.50','','Estreitamento',1687906800000,27000000,1687906800000,81900000,'Reparação de conduta na faixa',1687906800000,-8.636499,41.18067,1920000,1687906800000,2100000,206351,'-42234.19629999991,168067.91269999972'
'Outro motivo','Rua da Igreja de Paranhos','Frente a igreja','','Estreitamento',1687906800000,32400000,1687906800000,54000000,'Trabalhos de coletores na faixa com policiamento  a partir das 10 horas até as 16 horas',1687906800000,-8.605767,41.17356,1500000,1687906800000,1800000,205947,'-39659.88570000049,167263.53329999876'
'Outro motivo','Rua do Dr. Aarão de Lacerda','n.369','','Estreitamento',1687906800000,27000000,1687906800000,81900000,'Reparação de tampa no passeio',1687906800000,-8.657368,41.16908,900000,1687906800000,1080000,205946,'-43993.01480000003,166790.9304000007'
'Outro motivo','Rua do Professor Henrique David','sem','','Estreitamento',1687906800000,27000000,1687906800000,81900000,'Aluimento na faixa',1687906800000,-8.640591,41.15153,120000,1687906800000,180000,206345,'-42596.473199999884,164833.2919999991'
'Outro motivo','Rua do Monte Alegre','n.371','','Estreitamento',1687906800000,27000000,1687906800000,81900000,'Abertura de sonda na zona de estacionamento',1687906800000,-8.615542,41.16492,1080000,1687906800000,1200000,206348,'-40485.505800000436,166308.62820000024'
'Outro motivo','Rua de Câmara Pestana','n.477','','Estreitamento',1687906800000,27000000,1687906800000,81900000,'reparação de ramal no passeio',1687906800000,-8.594449,41.15542,1260000,1687906800000,1320000,206349,'-38720.790500000054,165243.6066999992'
'Outro motivo','Rua de Gonçalo Sampaio','n.350','','Estreitamento',1687906800000,27000000,1687906800000,81900000,'Substituição de tampa na via com policiamento',1687906800000,-8.630288,41.15516,480000,1687906800000,600000,206347,'-41729.282999999894,165231.15550000028'
