'motivo','arruamento','troco','entidade','tipo_de_condicionamento','data_de_início','hora_de_inicio','data_de_fim','hora_de_fim','observacoes','registo_data','coordenada_x','coordenada_y','registo_hora','ultima_modificacao_data','ultima_modificacao_hora','objectid','esriGeometryPoint'
'Avaria de CCTV','','PMV06 - Rua dos Luzares / Alameda das Antas','','',1683673200000,48320000,'','',' Status Warning',1683673200000,-8.58837,41.1635,48320000,1683673200000,48320000,114357,'-38205.84420000021,166138.1377000008'
'Avaria de iluminação pública','Rua do Infante D. Henrique','c/ R. Reboleira','','Ocupação do passeio',1683673200000,51840000,1683673200000,81900000,'',1683673200000,-8.616104,41.1405,51900000,1683673200000,52140000,114359,'-40547.77280000042,163596.15829999972'
'Avaria de CCTV','','PMV09 - Avenida Fernão de Magalhães / Travessa Fernão de Magalhães','','',1683673200000,52201000,'','',' Disconnected',1683673200000,-8.59737,41.15143,52201000,1683673200000,52201000,114360,'-38968.38140000035,164801.66129999992'
'Avaria de telecomunicações','Rua de Afonso Lopes Vieira','Nº 138','Visabeira-PDT','Estacionamento',1683673200000,57600000,1683673200000,61200000,'Abrir CVP',1683673200000,-8.647311,41.16302,58080000,1683673200000,58140000,115544,'-43152.992800000124,166112.30639999884'
'Reparação de válvula','Rua de Gonçalo Cristóvão','Nº 14','','Estreitamento',1683673200000,57000000,1683673200000,81900000,'',1683673200000,-8.605357,41.15351,56940000,1683673200000,57120000,115542,'-39637.62249999966,165035.98540000053'
'Avaria de CCTV','','PMV10 - Rua do Coronel Raúl Peres / Esplanada do Castelo','','',1683673200000,58359000,'','',' ',1683673200000,-8.67589,41.1497,58359000,1683673200000,58359000,115545,'-45560.8941000002,164647.80859999903'
'Rotura de conduta','Rua de S. Roque da Lameira','Nº 1539','','Estreitamento',1683759600000,-1800000,1683759600000,81900000,'',1683759600000,-8.581655,41.15926,-1620000,1683759600000,-1560000,116347,'-37644.66999999988,165664.86449999933'
'Outro motivo','Travessa de Santo Isidro','71','','Estreitamento',1683759600000,-1800000,1683759600000,81900000,'Reparação de sumidouro',1683759600000,-8.600624,41.15859,-1320000,1683759600000,-1200000,115951,'-39237.278800000415,165598.3112999998'
'Reparação de grelha / boca de lobo','Rua Particular de Santo Isídro','Nº 71','','Estreitamento',1683759600000,-1800000,1683759600000,81900000,'Construção de boca de lobo',1683759600000,-8.600276,41.15771,-1080000,1683759600000,-1020000,115952,'-39208.53579999966,165500.81830000004'
'Outro motivo','Rua de Santo António de Contumil','Nº 182','','Estreitamento',1683759600000,-1800000,1683759600000,81900000,'Substituição de tampa CI',1683759600000,-8.581067,41.17063,-960000,1683759600000,-900000,116348,'-37588.82060000023,166926.51969999995'
'Acidente rodoviário','Via de Cintura Interna','Antas','IP','Estreitamento',1683673200000,68400000,1683673200000,68700000,'',1683673200000,-8.590162,41.16895,68400000,1683673200000,68460000,115946,'-38353.09059999972,166744.12930000015'
'Avaria de veículo','Via de Cintura Interna','Após o Nó A3','IP','Estreitamento',1683673200000,66000000,1683673200000,68400000,'',1683673200000,-8.5976,41.17155,66180000,1683673200000,66300000,115945,'-38975.75150000007,167036.43859999967'
'Avaria de telecomunicações','Rua Chã','128','meo','Ocupação do passeio',1683759600000,25740000,1683759600000,29340000,'',1683759600000,-8.60952,41.14412,25800000,1683759600000,25980000,116349,'-39992.78619999992,163994.8029999998'
'Rotura de conduta','Rua do Engenheiro Ferreira Dias','836','','Estreitamento',1683759600000,25200000,1683759600000,81900000,'',1683759600000,-8.646678,41.1756,25380000,1683759600000,25380000,115953,'-43091.633100000145,167508.98310000106'
'Avaria de CCTV','Rua das Fontainhas','Saída da Ponte do Infante','Soltrafego','Estreitamento',1683673200000,54000000,1683673200000,61200000,'',1683673200000,-8.60212,41.14318,54540000,1683673200000,54660000,115143,'-39372.045300000485,163887.42530000024'
'Avaria de CCTV','','PMV07 - Avenida Fernão de Magalhães / Via Cintura Interna','','',1683759600000,29604000,'','',' ',1683759600000,-8.58837,41.16745,29604000,1683759600000,29604000,115954,'-38203.543399999886,166576.82049999974'
'Outro motivo','Travessa da Fontinha','9','','Estreitamento',1683759600000,37800000,1683759600000,81900000,'Inspeção vídeo',1683759600000,-8.604879,41.1549,37920000,1683759600000,38040000,117157,'-39596.6398999998,165190.71709999998'
'Outro motivo','Rua de João das Regras','106','','Estreitamento',1683759600000,33300000,1683759600000,81900000,'Rotura de ramal geral',1683759600000,-8.608985,41.15523,33420000,1683759600000,33480000,116754,'-39941.12189999962,165228.57550000036'
'Avaria de telecomunicações','Rua Diamantina','356','Bysat','Ocupação do passeio',1683759600000,31500000,1683759600000,33300000,'',1683759600000,-8.581584,41.18006,31620000,1683759600000,31680000,116753,'-37626.76680000032,167974.42060000103'
'Aluimento','Rua do Dr. Aíres de Gouveia Osório','78','','Estreitamento',1683759600000,31320000,1683759600000,81900000,'',1683759600000,-8.649899,41.16935,31500000,1683759600000,31620000,116752,'-43366.03830000008,166816.3049999998'
'Avaria de telecomunicações','Rua do Engenheiro Ezequiel de Campos','14','wondercom','Ocupação do passeio',1683759600000,34200000,1683759600000,41400000,'',1683759600000,-8.649065,41.17015,34200000,1683759600000,34260000,116755,'-43295.54000000004,166904.86649999928'
'Acidente rodoviário','Praça de Mouzinho de Albuquerque','','PM/PSP','Estreitamento',1683759600000,30780000,1683759600000,34200000,'',1683759600000,-8.62981,41.15711,30900000,1683759600000,30960000,116351,'-41687.90639999992,165447.78749999983'
'Avaria de telecomunicações','Rua do Montebelo','C/ R. da Alegria','','Ocupação do passeio',1683759600000,35100000,1683759600000,81900000,'altice',1683759600000,-8.667547,41.15053,35220000,1683759600000,35280000,116756,'-44859.98649999969,164735.63289999997'
'Avaria de telecomunicações','Rua do Falcão','c/ R. Ceuta','meo','Ocupação do passeio',1683759600000,29820000,1683759600000,81900000,'',1683759600000,-8.614314,41.14841,29820000,1683759600000,30120000,116350,'-40392.624800000354,164473.80039999966'
'Aluimento','Alameda de 25 de Abril','275','','Ocupação do passeio',1683759600000,38040000,1683759600000,81900000,'',1683759600000,-8.612628,41.17831,37980000,1683759600000,38040000,117158,'-40232.71789999958,167793.47519999897'
'Avaria de CCTV','','PSP064 - Campo 24 de Agosto / Rua do Duque de Saldanha','','',1683759600000,42037000,'','',' Orientação de cv.',1683759600000,-8.59832,41.1483,42037000,1683759600000,42037000,117159,'-39049.992899999925,164454.47479999988'
'Outro motivo','Rua da Firmeza','329','','Ocupação do passeio',1683759600000,37800000,1683759600000,81900000,'rotura de ramal domiciliário',1683759600000,-8.604598,41.1509,37860000,1683759600000,37980000,117156,'-39575.42540000009,164745.54830000026'
'Outro motivo','Rua dos Mártires da Liberdade','308','','Ocupação do passeio',1683759600000,45300000,1683759600000,81900000,'reparação crl',1683759600000,-8.613467,41.15324,45420000,1683759600000,45480000,117161,'-40318.482499999955,165010.26850000062'
'Outro motivo','Rua do Montebelo','190','','Ocupação do passeio',1683759600000,45300000,1683759600000,81900000,'abertura de sonda',1683759600000,-8.667962,41.15147,45480000,1683759600000,45600000,117561,'-44894.12899999967,164840.4455999995'
'Avaria de telecomunicações','Rua da Piedade','67','','Ocupação do passeio',1683759600000,46260000,1683759600000,50400000,'',1683759600000,-8.627585,41.15195,46080000,1683759600000,46380000,117562,'-41504.4420999998,164873.02030000088'
'Avaria de telecomunicações','Rua das Antas','Nº 403','GROUPFIX-José Santana','Estacionamento',1683759600000,54600000,1683759600000,58200000,'Abrir CVP',1683759600000,-8.591769,41.16017,54480000,1683759600000,54600000,117967,'-38493.05520000026,165769.81519999937'
'Outro motivo','Rua de Duarte de Almeida','n.20','','Estreitamento',1683759600000,50400000,1683759600000,81900000,'Instalação de ramal no passeio',1683759600000,-8.665821,41.17246,50820000,1683759600000,50940000,117964,'-44700.13850000034,167169.83309999984'
'Outro motivo','Rua dos Mártires da Liberdade','Nº 308','','Ocupação do passeio',1683846000000,-1800000,1683846000000,81900000,'Reparação de CRL',1683846000000,-8.613442,41.15321,-1020000,1683846000000,-960000,118373,'-40316.47719999964,165006.44429999925'
'Acidente rodoviário','Avenida da Associação Empresarial de Portugal','','PSP','Estreitamento',1683759600000,60300000,1683759600000,63000000,'Embate entre 2 ligeiros.',1683759600000,-8.651537,41.17487,60840000,1683759600000,60900000,118370,'-43499.81859999988,167430.49530000045'
'Avaria de iluminação pública','Rua de S. Victor','324','','Ocupação do passeio',1683759600000,49860000,1683759600000,81900000,'',1683759600000,-8.601753,41.14564,49800000,1683759600000,49860000,117963,'-39339.770800000064,164160.98839999945'
'Reparação de grelha / boca de lobo','Travessa de Santo Isidro','Nº 73','','Estacionamento',1683846000000,-1800000,1683846000000,81900000,'',1683846000000,-8.600673,41.15862,-1260000,1683846000000,-1200000,118371,'-39241.34999999956,165602.0199999994'
'Rotura de conduta','Rua de S. Roque da Lameira','Nº 1539','','Estreitamento',1683846000000,-1800000,1683846000000,81900000,'',1683846000000,-8.581637,41.15928,-780000,1683846000000,-600000,118774,'-37643.17490000003,165666.82820000037'
'Avaria de telecomunicações','Rua de Camões','nº 387','Meo- Vitor Portela','Ocupação do passeio',1683759600000,53100000,1683759600000,59400000,'abrir buraco',1683759600000,-8.610043,41.15538,53100000,1683759600000,53220000,117965,'-40029.83449999988,165245.88070000015'
'Outro motivo','Rua do Monte Alegre','Nº 192','','Ocupação do passeio',1683846000000,-1800000,1683846000000,81900000,'Abertura de sonda',1683846000000,-8.617597,41.16507,-1140000,1683846000000,-1140000,118372,'-40657.84999999967,166325.73599999998'
'Outro motivo','Rua de Santiago','67','RSB/PM/PSP/DMEVGI','Corte total',1683759600000,45900000,1683759600000,52200000,'Queda de árvore',1683759600000,-8.61032,41.18062,46860000,1683759600000,46920000,117962,'-40037.668299999976,168049.5386999996'
'Rotura de conduta','Travessa da Senhora da Conceição','Nº 332','','Corte total',1683846000000,25200000,1683846000000,39600000,'Com policiamento',1683846000000,-8.60866,41.16015,-480000,1683846000000,-420000,118375,'-39910.823800000326,165775.56289999894'
'Outro motivo','Rua do Dr. José de Figueiredo','Nº 171','','Estreitamento',1683846000000,-1800000,1683846000000,81900000,'Reparação de CI',1683846000000,-8.639849,41.15546,-960000,1683846000000,-840000,118374,'-42531.67999999975,165268.75689999966'
'Avaria de telecomunicações','Rua de D. Manuel II','Rua de Júlio Dinis','','Ocupação do passeio',1683759600000,58500000,1683759600000,62100000,'',1683759600000,-8.625523,41.14868,58440000,1683759600000,58500000,117970,'-41333.383999999576,164508.81130000067'
'Acidente rodoviário','Túnel das Antas I','','PSP','Corte total',1683759600000,57000000,1683759600000,60540000,'Embate entre pesado e ligeiro',1683759600000,-8.585294,41.16263,57480000,1683759600000,57540000,117968,'-37948.215699999586,166039.9000000003'
'Avaria de telecomunicações','Rua do Clube Fluvial Portuense','Nº 2','MEO','Ocupação do passeio',1683846000000,18000000,1683846000000,27000000,'',1683846000000,-8.610178,41.14095,18180000,1683846000000,18420000,118376,'-40049.980299999894,163643.80590000039'
'Anomalia de sinalização luminosa','','245 - Rua Alexandre Herculano / Rua Fontainhas / Ponte Infante','','',1682463600000,1298849000,'','','  Fora de PC ',1682463600000,-8.60221,41.14322,1298849000,1682463600000,1298849000,117969,'-39379.60410000018,163892.05540000083'
'Avaria de telecomunicações','Avenida de Rodrigues de Freitas','Nº 14','MEO','Ocupação do passeio',1683846000000,21600000,1683846000000,22500000,'',1683846000000,-8.596474,41.14605,21300000,1683846000000,21420000,118775,'-38896.38949999961,164203.71150000038'
'Reparação de válvula','Rua da Alegria','159','','Estreitamento',1683846000000,26100000,1683846000000,81900000,'',1683846000000,-8.604073,41.1489,26280000,1683846000000,26340000,118377,'-39532.58280000002,164524.1544000008'
'Reparação de válvula','Rua de Gondarém','657','','Estreitamento',1683846000000,26100000,1683846000000,81900000,'',1683846000000,-8.681928,41.15861,26340000,1683846000000,26400000,118776,'-46061.543499999745,165641.0938000004'
'Outro motivo','Rua de Ramalde do Meio','82','','Estreitamento',1683846000000,26100000,1683846000000,81900000,'',1683846000000,-8.640389,41.17361,26400000,1683846000000,26520000,118777,'-42565.184500000396,167285.03690000094'
'Rotura de conduta','Travessa Nova da Estação','30','','Estreitamento',1683846000000,26100000,1683846000000,81900000,'',1683846000000,-8.585939,41.15147,26580000,1683846000000,26640000,118378,'-38008.752199999944,164801.19499999954'
'Avaria de telecomunicações','Rua do Dr. Pedro de Sousa','695','','Estreitamento',1683846000000,30600000,1683846000000,31200000,'',1683846000000,-8.65432,41.17281,30540000,1683846000000,30540000,118380,'-43734.783800000325,167202.8954000009'
'Avaria de iluminação pública','Rua de Pelagio','241','','Ocupação do passeio',1683846000000,30000000,1683846000000,81900000,'',1683846000000,-8.66646,41.17481,30060000,1683846000000,30120000,118379,'-44752.14020000024,167431.52939999974'
'Avaria de telecomunicações','Rua do Cristelo','89','wondercom','Ocupação do passeio',1683846000000,30600000,1683846000000,37800000,'',1683846000000,-8.630135,41.14607,30720000,1683846000000,30900000,118381,'-41722.222900000444,164221.10349999904'
'Outro motivo','Rua do Rosário','120','','Ocupação do passeio',1683846000000,36000000,1683846000000,81900000,'endireitar tomada',1683846000000,-8.620754,41.14938,36360000,1683846000000,36420000,119187,'-40932.628600000426,164584.74910000002'
'Avaria elétrica','Passeio das Fontainhas','318','','Ocupação do passeio',1683846000000,33300000,1683846000000,81900000,'',1683846000000,-8.606224,41.14213,33180000,1683846000000,33240000,119582,'-39717.29160000006,163773.27160000012'
'Aluimento','Rua de Camões','664','','Ocupação do passeio',1683846000000,32400000,1683846000000,81900000,'',1683846000000,-8.609929,41.15791,33120000,1683846000000,33180000,119581,'-40018.655799999855,165527.26449999973'
'Outro motivo','Rua de Fernandes Tomás','628-714','','Estreitamento',1683846000000,43200000,1683846000000,81900000,'reparaçao tampa',1683846000000,-8.605975,41.14983,36420000,1683846000000,36600000,119188,'-39691.70779999991,164627.67669999987'
'Avaria de telecomunicações','Rua de Pelagio','170','CME','Ocupação do passeio',1683846000000,34200000,1683846000000,37800000,'',1683846000000,-8.666356,41.17411,34380000,1683846000000,34440000,119184,'-44743.923999999686,167353.25989999983'
'Aluimento','Rua do Bonjardim','1090','','Ocupação do passeio',1683846000000,34620000,1683846000000,81900000,'',1683846000000,-8.605747,41.15982,34740000,1683846000000,34860000,119185,'-39666.53100000044,165737.11700000084'
'Avaria elétrica','Rua de Augusto Gil','67','','Ocupação do passeio',1683846000000,33300000,1683846000000,81900000,'',1683846000000,-8.63473,41.16102,33060000,1683846000000,33120000,119180,'-42098.42430000003,165884.19070000006'
'Avaria de telecomunicações','Rua de Costa Cabral','1886','CME','Ocupação do passeio',1683846000000,30780000,1683846000000,41580000,'',1683846000000,-8.587424,41.17254,30960000,1683846000000,31020000,118778,'-38121.20739999985,167141.90000000154'
'Outro motivo','Rua de Santos Pousada','854-850','','Ocupação do passeio',1683846000000,36000000,1683846000000,81900000,'substituir cabeca movel',1683846000000,-8.599119,41.1564,36300000,1683846000000,36360000,119186,'-39112.24679999982,165353.89170000024'
'Avaria elétrica','Rua de S. Roque da Lameira','649','','Ocupação do passeio',1683846000000,33300000,1683846000000,81900000,'',1683846000000,-8.572207,41.16346,32880000,1683846000000,33000000,119179,'-36849.33079999971,166126.953400001'
'Avaria de iluminação pública','Rua de Fernão Lopes','405','','Ocupação do passeio',1683846000000,38100000,1683846000000,81900000,'',1683846000000,-8.666112,41.15134,38220000,1683846000000,38220000,119189,'-44738.90539999945,164824.48670000024'
'Rotura de conduta','Rua do Campo Alegre','442','','Estreitamento',1683846000000,44100000,1683846000000,81900000,'',1683846000000,-8.633765,41.15259,44820000,1683846000000,44820000,119191,'-42022.783599999755,164947.72379999963'
'Outro motivo','Rua de Santos Pousada','29','','Ocupação do passeio',1683846000000,42000000,1683846000000,81900000,'verifica ramal aos 30',1683846000000,-8.600546,41.149,42000000,1683846000000,42060000,119190,'-39236.463000000425,164532.84190000047'
'Outro motivo','Rua do Montebelo','','','Estreitamento',1683846000000,44100000,1683846000000,81900000,'',1683846000000,-8.667487,41.15051,44880000,1683846000000,44940000,119584,'-44854.936599999724,164732.9840999993'
'Avaria de telecomunicações','Rua das Andrezas','','','Estreitamento',1576627200000,72000000,1576713600000,0,'',1576540800000,-8.649493,41.16754,77160000,1576540800000,77220000,1210,'-43333.152300000176,166615.0260000007'
'Acidente rodoviário','Via de Cintura Interna','após nó N14','IP','Estreitamento',1683846000000,61200000,1683846000000,63000000,'Embate entre 3 viaturas ligeiras',1683846000000,-8.620996,41.17349,61440000,1683846000000,61560000,119206,'-40937.8530999999,167262.58359999943'
'Avaria de telecomunicações','Rua de Antero de Quental','453','wondercom','Ocupação do passeio',1683846000000,48120000,1683846000000,55320000,'',1683846000000,-8.611313,41.16216,48180000,1683846000000,48240000,119194,'-40132.22900000021,166000.07330000028'
'Avaria de iluminação pública','Rua de Delfim Ferreira','421','','Ocupação do passeio',1683846000000,46800000,1683846000000,81900000,'',1683846000000,-8.651823,41.17122,46740000,1683846000000,47400000,119193,'-43526.275399999766,167025.90929999977'
'Avaria elétrica','Rua do Molhe','672','','Ocupação do passeio',1691103600000,24300000,1691103600000,81900000,'',1691103600000,-8.676825,41.16242,21120000,1691103600000,21180000,284051,'-45630.56400000023,166060.9428000005'
'Acidente rodoviário','Rua da Estação','C/ Justino Teixeira','PSP','Estreitamento',1683846000000,59280000,1683846000000,61200000,'Embate entre 2 ligeiros',1683846000000,-8.586197,41.14899,61140000,1683846000000,61260000,119205,'-38031.86409999991,164525.5147999986'
'Outro motivo','Estrada da Circunvalação','viaduto Areosa','','Estreitamento',1683846000000,57600000,1683846000000,61200000,'Queda de àrvore',1683846000000,-8.570316,41.17931,59460000,1683846000000,59520000,119203,'-36681.74619999994,167886.19270000057'
'Acidente rodoviário','Avenida da Associação Empresarial de Portugal','','','Estreitamento',1683846000000,56100000,1683846000000,59400000,'Embate entre 2 ligeiros.','',-8.651818,41.17493,'',1683846000000,56280000,119200,'-43523.34179999961,167437.8136999996'
'Reparação de válvula','Rua do Alto do Mato','Nº 56','','Estacionamento',1683846000000,53400000,1683846000000,81900000,'',1683846000000,-8.662781,41.14819,53460000,1683846000000,53580000,119199,'-44461.45909999956,164473.50159999888'
'Outro motivo','Rua das Doze Casas','n.20','','Estreitamento',1683846000000,56700000,1683846000000,81900000,'Verificar ramal aos 30 no passeio',1683846000000,-8.602324,41.15725,57120000,1683846000000,57240000,119202,'-39380.76480000002,165450.29280000023'
'Avaria de veículo','Via de Cintura Interna','Após o acesso da Fernão Magalhães','IP','Estreitamento',1683846000000,66600000,1683846000000,70200000,'',1683846000000,-8.587779,41.16758,66780000,1683846000000,66900000,119208,'-38153.8864000002,166591.32719999956'
'Avaria de telecomunicações','Travessa da Bainharia','Nº 10','Groupfix- André','Ocupação do passeio',1684105200000,36360000,1684105200000,38760000,'Abrir CVP',1684105200000,-8.613968,41.14271,36300000,1684105200000,36420000,119602,'-40367.03440000027,163841.26740000042'
'Avaria elétrica','Rua do Gólgota','C/ Campo Alegre','','Ocupação do passeio',1684105200000,31440000,1684105200000,81900000,'Iluminação pública',1684105200000,-8.6347,41.14966,31500000,1684105200000,31620000,119220,'-42103.158400000044,164622.04959999956'
'Outro motivo','Rua das Doze Casas','18','','Ocupação do passeio',1683932400000,30600000,1683932400000,81900000,'',1683932400000,-8.602955,41.15777,30180000,1683932400000,30540000,119209,'-39433.412999999724,165508.13279999964'
'Avaria de telecomunicações','Rua de Monsanto','Nº 232','PDT- António Fonseca','Ocupação do passeio',1684105200000,30420000,1684105200000,81900000,'Abrir CVP',1684105200000,-8.621605,41.16985,30360000,1684105200000,30480000,119219,'-40991.28619999998,166858.35830000046'
'Outro motivo','Rua do Engenheiro Ferreira Dias','836 a 908','','Estreitamento',1684105200000,22500000,1684105200000,81900000,'',1684105200000,-8.6467,41.17557,24120000,1684105200000,24180000,119213,'-43093.48610000037,167506.08379999918'
'Outro motivo','Rua de Santo António de Contumil','136','','Estacionamento',1684105200000,21600000,1684105200000,81900000,'Reparação de pavimento',1684105200000,-8.582435,41.17136,24000000,1684105200000,24060000,119212,'-37703.21810000013,167008.21059999973'
'Outro motivo','Rua de Miguel de Sousa Guedes','4','','Estreitamento',1684105200000,22500000,1684105200000,81900000,'Abrir sonda',1684105200000,-8.673268,41.15009,24480000,1684105200000,24540000,119214,'-45340.51989999967,164689.41449999984'
'Outro motivo','Rua de Santos Pousada','883','','Estreitamento',1683932400000,47220000,1683932400000,81900000,'',1683932400000,-8.599142,41.15666,47160000,1683932400000,47280000,119593,'-39114.01059999973,165383.11350000097'
'Outro motivo','Rua de S. Roque da Lameira','1539','','Estreitamento',1684105200000,22500000,1684105200000,81900000,'Reparação de conduta; Com acompanhamento policial',1684105200000,-8.581652,41.15927,24660000,1684105200000,25020000,119215,'-37644.4431999996,165665.19969999982'
'Outro motivo','Rua de Cedofeita','88','','Ocupação do passeio',1683932400000,46800000,1683932400000,81900000,'',1683932400000,-8.616544,41.14955,47100000,1683932400000,47160000,119211,'-40579.1103999997,164601.37480000054'
'Outro motivo','Rua de Santos Pousada','Nº 799','','Ocupação do passeio',1684105200000,32700000,1684105200000,81900000,'Verificar Ramal 30',1684105200000,-8.599284,41.15589,32640000,1684105200000,32760000,119222,'-39126.35699999999,165298.28429999945'
'Outro motivo','Rua das Doze Casas','18','','Estreitamento',1683932400000,30300000,1683932400000,81900000,'',1683932400000,-8.639305,41.15197,30240000,1683932400000,30300000,119592,'-42488.26229999968,164881.3621000002'
'Outro motivo','Rua do Dr. Alves da Veiga','98','','Ocupação do passeio',1683932400000,36000000,1683932400000,81900000,'',1683932400000,-8.602907,41.1485,36000000,1683932400000,36060000,119210,'-39434.90579999984,164478.96380000032'
'Outro motivo','Rua de Egas Moniz','233','','Estacionamento',1683846000000,51000000,1683846000000,81900000,'Abertura de Sonda',1683846000000,-8.619361,41.16263,50940000,1683846000000,51060000,119587,'-40807.45129999976,166055.71260000076'
'Rotura de conduta','Rua de 14 de Agosto','151','','Ocupação do passeio',1684105200000,26100000,1684105200000,81900000,'',1684105200000,-8.639865,41.18118,26040000,1684105200000,26100000,119216,'-42516.296299999594,168126.11800000086'
'Avaria de telecomunicações','Praça das Flores','Nº 42','Altice- Hélder Pereira','Ocupação do passeio',1684105200000,34020000,1684105200000,39600000,'Abrir CVP',1684105200000,-8.591056,41.15555,33960000,1684105200000,34080000,119601,'-38435.95390000005,165255.87979999962'
'Avaria de telecomunicações','Rua do Padre Rebelo da Costa','Nº 59','PDT- Vasco Bacelar','Estacionamento',1684105200000,38640000,1684105200000,40440000,'Abrir CVP',1684105200000,-8.626702,41.1756,38580000,1684105200000,38640000,119223,'-41415.345400000006,167499.4147000006'
'Outro motivo','Calçada da Arrábida','113','','Estreitamento',1684105200000,22500000,1684105200000,81900000,'Abrir sonda',1684105200000,-8.638234,41.14898,24360000,1684105200000,24420000,119596,'-42400.286199999966,164549.0781999996'
'Outro motivo','Rua de Duarte Pacheco Pereira','c/ R. de Rui Faleiro','','Ocupação do passeio',1684105200000,32400000,1684105200000,81900000,'Reparação de válvula de empanque',1684105200000,-8.66263,41.1616,32400000,1684105200000,32520000,119600,'-44439.71920000021,165962.79189999925'
'Outro motivo','Rua da Firmeza','Com rua D. João IV','','Estreitamento',1684105200000,22500000,1684105200000,81900000,'Reparação tampa CI',1684105200000,-8.602245,41.15099,24300000,1684105200000,24360000,119595,'-39377.90189999979,164755.46859999985'
'Reparação de válvula','Rua de Gondarém','Nº 397','','Ocupação do passeio',1684105200000,27420000,1684105200000,81900000,'',1684105200000,-8.68022,41.15663,27480000,1684105200000,27540000,119217,'-45919.49629999964,165419.20309999943'
'Rotura de conduta','Rua Particular Diamantina','14','','Ocupação do passeio',1684105200000,40500000,1684105200000,81900000,'',1684105200000,-8.575286,41.17959,40620000,1684105200000,40740000,119607,'-37098.62040000031,167918.95159999983'
'Outro motivo','Rua de Faria Guimarães','193','','Ocupação do passeio',1684105200000,22500000,1684105200000,81900000,'Reparação de ramal',1684105200000,-8.608425,41.15906,24180000,1684105200000,24240000,119594,'-39891.77520000007,165654.27050000086'
'Outro motivo','Largo dos Arcos da Ribeira','34','','Ocupação do passeio',1684105200000,26100000,1684105200000,81900000,'',1684105200000,-8.611082,41.14096,26160000,1684105200000,26220000,119599,'-40125.84779999969,163645.676100001'
'Outro motivo','Rua do Monte Alegre','190','','Ocupação do passeio',1684105200000,22500000,1684105200000,81900000,'Reparação de ramal',1684105200000,-8.617637,41.1651,24540000,1684105200000,24600000,119597,'-40661.20529999951,166329.567199999'
'Outro motivo','Rua do Ouro','Frente antiga EDP','','Estreitamento',1684105200000,22500000,1684105200000,81900000,'Reparação de caixa CI',1684105200000,-8.647223,41.14847,24720000,1684105200000,25080000,119598,'-43155.240600000165,164496.5610000006'
'Avaria de telecomunicações','Rua da Prelada','101','Wondercom','Ocupação do passeio',1684105200000,29400000,1684105200000,37800000,'',1684105200000,-8.626484,41.16686,29340000,1684105200000,29400000,119218,'-41402.59169999981,166528.89220000035'
'Outro motivo','','34','','Estreitamento',1684191600000,-420000,1684191600000,81900000,'Reparação de pavimento pedonal.',1684191600000,-8.611338,41.14098,-660000,1684191600000,10620000,120401,'-40147.31639999996,163647.00489999936'
'Avaria de telecomunicações','Largo da Lapa','17','','Ocupação do passeio',1684105200000,51000000,1684105200000,59400000,'',1684105200000,-8.612639,41.15752,50700000,1684105200000,51120000,119614,'-40246.391800000376,165485.41919999954'
'Outro motivo','Rua do Pinheiro de Campanhã','673','','Ocupação do passeio',1684105200000,53100000,1684105200000,81900000,'tamponar ramal',1684105200000,-8.58091,41.151,53160000,1684105200000,53160000,119226,'-37586.94039999975,164746.58539999957'
'Aluimento','Rua de Egas Moniz','Nº 233','','Estreitamento',1684105200000,50340000,1684105200000,81900000,'',1684105200000,-8.619345,41.16263,50220000,1684105200000,50340000,119612,'-40806.100599999714,166055.70499999952'
'Aluimento','Rua de Timor','Nº 6','','Estreitamento',1684105200000,50400000,1684105200000,81900000,'Com policiamento',1684105200000,-8.685439,41.16617,50700000,1684105200000,50820000,119613,'-46350.8387000002,166482.1000999991'
'Aluimento','Rua do Rosário','Nº 120','','Ocupação do passeio',1684105200000,48000000,1684105200000,81900000,'',1684105200000,-8.62077,41.14902,47820000,1684105200000,48060000,119610,'-40934.201399999736,164545.27889999966'
'Outro motivo','Rua de Fez','Nº 1112/1118','','Ocupação do passeio',1684105200000,47940000,1684105200000,81900000,'Abrir sonda/ Rep. válvula',1684105200000,-8.663535,41.16185,47880000,1684105200000,48120000,119611,'-44515.4857000001,165990.4492000004'
'Aluimento','Rua do Dr. Nunes da Ponte','82','','Estreitamento',1684105200000,43200000,1684105200000,81900000,'',1684105200000,-8.674173,41.15543,43260000,1684105200000,43260000,119608,'-45412.80510000039,165283.2224000003'
'Aluimento','Rua do Dr. Alves da Veiga','98','','Ocupação do passeio',1684105200000,56220000,1684105200000,81900000,'',1684105200000,-8.602918,41.14849,56280000,1684105200000,56340000,119230,'-39435.90500000029,164477.67049999937'
'Avaria de telecomunicações','Largo dos Lóios','nº71','Groupfix- Agostinho','Ocupação do passeio',1684105200000,51000000,1684105200000,54000000,'Abrir CVP',1684105200000,-8.612111,41.14537,51000000,1684105200000,51120000,119225,'-40209.48929999957,164135.87560000073'
'Outro motivo','','147','','Ocupação do passeio',1684191600000,1380000,1684191600000,81900000,'Reparação de tampa (CRL)',1684191600000,-8.598721,41.14594,1320000,1684191600000,1560000,119235,'-39085.036899999686,164192.93439999927'
'Outro motivo','','397','','Ocupação do passeio',1684191600000,840000,1684191600000,81900000,'Reparação de pavimentos no passeio',1684191600000,-8.680142,41.15656,660000,1684191600000,780000,119234,'-45913.04229999982,165412.27910000057'
